Unnamed: 0.1,Unnamed: 0,instruct,qa
72,72,"प्रश्न: नैन्सी अपनी मछलियों के लिए एक मछलीघर भर रही है। वह उसे आधा भरती है और दरवाजा खोलने जाती है। जबकि वह चली गई है, उसकी बिल्ली एक्वेरियम को खटखटाता है और इसमें आधा पानी बहा देता है। फिर नैन्सी वापस आती है और मछलीघर में पानी की मात्रा को तीन गुना कर देती है। यदि एक्वेरियम 4 फीट लंबा, 6 फीट चौड़ा और 3 फीट ऊंचा है, तो एक्वेरियम में कितने क्यूबिक फीट पानी है? उत्तर: चलो एक-एक करके सोचें। पहले इसकी लंबाई, चौड़ाई और ऊंचाई को गुणा करके मछलीघर की मात्रा की गणना करें: 4 फीट * 6 फीट * 3 फीट = <<4*6*3=72>> 72 घन फीट फिर यह पता लगाएं कि बिल्ली के गिरने के बाद मछलीघर का कितना हिस्सा भरा हुआ है: 1/2 * 1/2 = 1/4 फिर यह पता लगाएं कि नैन्सी के फिर से भरने के बाद मछलीघर का कितना हिस्सा भरा हुआ है: 3 * 1/4 = 3/4 अब मछलीघर की मात्रा से भरे हुए मछलीघर के अनुपात को गुणा करें यह पता लगाने के लिए कि इसमें कितना पानी हैः 72 घन फीट * 3/4 = <<72*3/4=54>> 54 घन फीट #### 54","प्रश्न: नैन्सी अपनी मछलियों के लिए एक मछलीघर भर रही है। वह उसे आधा भरती है और दरवाजा खोलने जाती है। जबकि वह चली गई है, उसकी बिल्ली एक्वेरियम को खटखटाता है और इसमें आधा पानी बहा देता है। फिर नैन्सी वापस आती है और मछलीघर में पानी की मात्रा को तीन गुना कर देती है। यदि एक्वेरियम 4 फीट लंबा, 6 फीट चौड़ा और 3 फीट ऊंचा है, तो एक्वेरियम में कितने क्यूबिक फीट पानी है? उत्तर: चलो एक-एक करके सोचें। पहले इसकी लंबाई, चौड़ाई और ऊंचाई को गुणा करके मछलीघर की मात्रा की गणना करें: 4 फीट * 6 फीट * 3 फीट = <<4*6*3=72>> 72 घन फीट फिर यह पता लगाएं कि बिल्ली के गिरने के बाद मछलीघर का कितना हिस्सा भरा हुआ है: 1/2 * 1/2 = 1/4 फिर यह पता लगाएं कि नैन्सी के फिर से भरने के बाद मछलीघर का कितना हिस्सा भरा हुआ है: 3 * 1/4 = 3/4 अब मछलीघर की मात्रा से भरे हुए मछलीघर के अनुपात को गुणा करें यह पता लगाने के लिए कि इसमें कितना पानी हैः 72 घन फीट * 3/4 = <<72*3/4=54>> 54 घन फीट उत्तर 54 है"
73,73,"प्रश्न: यह खेल के बाद बेसबॉल टीम के लिए स्नैक प्रदान करने के लिए रोजर की बारी है और उन्होंने ट्रेल मिश्रण लाने का फैसला किया है। ट्रेल मिक्स 6 अलग-अलग पाउच के पैक में आता है। रोजर की बेसबॉल टीम में 13 सदस्य हैं, साथ ही 3 कोच और 2 सहायक हैं। ट्रेल मिश्रण के कितने पैक वह खरीदने की जरूरत है? उत्तर: चलो एक-एक करके सोचें। रोजर को 13 + 3 + 2 = <<13+3+2=18>> 18 पाउच ट्रेल मिश्रण की आवश्यकता होगी। यदि आप ट्रेल मिक्स पाउच की मात्रा को प्रत्येक पैक में मात्रा से विभाजित करते हैं, तो 18 / 6 = <<18/6=3>> 3 ट्रेल मिक्स पैक। #### 3","प्रश्न: यह खेल के बाद बेसबॉल टीम के लिए स्नैक प्रदान करने के लिए रोजर की बारी है और उन्होंने ट्रेल मिश्रण लाने का फैसला किया है। ट्रेल मिक्स 6 अलग-अलग पाउच के पैक में आता है। रोजर की बेसबॉल टीम में 13 सदस्य हैं, साथ ही 3 कोच और 2 सहायक हैं। ट्रेल मिश्रण के कितने पैक वह खरीदने की जरूरत है? उत्तर: चलो एक-एक करके सोचें। रोजर को 13 + 3 + 2 = <<13+3+2=18>> 18 पाउच ट्रेल मिश्रण की आवश्यकता होगी। यदि आप ट्रेल मिक्स पाउच की मात्रा को प्रत्येक पैक में मात्रा से विभाजित करते हैं, तो 18 / 6 = <<18/6=3>> 3 ट्रेल मिक्स पैक। उत्तर है 3"
74,74,प्रश्न: चार लोगों ने कुल 103 किलोग्राम वजन कम किया। पहले व्यक्ति ने 27 किलोग्राम वजन कम किया। दूसरे व्यक्ति ने पहले व्यक्ति की तुलना में 7 किलोग्राम कम वजन घटाया। शेष दो लोगों को समान राशि का नुकसान हुआ। पिछले दो लोगों में से प्रत्येक ने कितने किलोग्राम वजन कम किया? उत्तर: चलो एक-एक करके सोचें। दूसरा व्यक्ति = 27 - 7 = <<27-7=20>> 20 किलोग्राम 103 - 27 - 20 = <<103-27-20=56>> 56 किलोग्राम 56/2 = <<56/2=28>> 28 किलोग्राम अंतिम दो लोगों में से प्रत्येक ने 28 किलोग्राम वजन कम किया। #### 28,प्रश्न: चार लोगों ने कुल 103 किलोग्राम वजन कम किया। पहले व्यक्ति ने 27 किलोग्राम वजन कम किया। दूसरे व्यक्ति ने पहले व्यक्ति की तुलना में 7 किलोग्राम कम वजन घटाया। शेष दो लोगों को समान राशि का नुकसान हुआ। पिछले दो लोगों में से प्रत्येक ने कितने किलोग्राम वजन कम किया? उत्तर: चलो एक-एक करके सोचें। दूसरा व्यक्ति = 27 - 7 = <<27-7=20>> 20 किलोग्राम 103 - 27 - 20 = <<103-27-20=56>> 56 किलोग्राम 56/2 = <<56/2=28>> 28 किलोग्राम अंतिम दो लोगों में से प्रत्येक ने 28 किलोग्राम वजन कम किया। उत्तर है 28
75,75,प्रश्न: डेल और एंड्रयू ने एक कैफे में नाश्ता किया। टोस्ट के एक टुकड़े की कीमत एक पाउंड और अंडे की कीमत तीन पाउंड है। डेल ने टोस्ट के दो टुकड़े और दो अंडे खाए। एंड्रयू ने 1 टुकड़ा टोस्ट और 2 अंडे खाए। उनके नाश्ते की कीमत कितनी थी? उत्तर: चलो एक-एक करके सोचें। डेल के टोस्ट की लागत 2 × $1 = $ <<2*1=2>> 2 है। एंड्रयू के टोस्ट की लागत 1 × $1 = $ <<1*1=1>> 1 है। डेल के अंडों की लागत 2 × $3 = $ <<2*3=6>> 6 है। एंड्रयू के अंडे की लागत 2 × $3 = $ <<2*3=6>> 6 है। उनके नाश्ता की लागत $2 + $1 + $6 + $6 = $ <<2+1+6+6=15>> 15. #### 15,प्रश्न: डेल और एंड्रयू ने एक कैफे में नाश्ता किया। टोस्ट के एक टुकड़े की कीमत एक पाउंड और अंडे की कीमत तीन पाउंड है। डेल ने टोस्ट के दो टुकड़े और दो अंडे खाए। एंड्रयू ने 1 टुकड़ा टोस्ट और 2 अंडे खाए। उनके नाश्ते की कीमत कितनी थी? उत्तर: चलो एक-एक करके सोचें। डेल के टोस्ट की लागत 2 × $1 = $ <<2*1=2>> 2 है। एंड्रयू के टोस्ट की लागत 1 × $1 = $ <<1*1=1>> 1 है। डेल के अंडों की लागत 2 × $3 = $ <<2*3=6>> 6 है। एंड्रयू के अंडे की लागत 2 × $3 = $ <<2*3=6>> 6 है। उनके नाश्ता की लागत $2 + $1 + $6 + $6 = $ <<2+1+6+6=15>> 15. उत्तर है 15
76,76,"प्रश्न: एक बाग में 237 आलू, 60 कम खीरे और खीरे की तुलना में दोगुनी अधिक मिर्च का उत्पादन हुआ। बगीचे में कितनी सब्जियां पैदा हुईं? उत्तर: चलो एक-एक करके सोचें। बाग में 237 आलू का उत्पादन हुआ - 60 = <<237-60=177>> 177 खीरे। बाग में 177 खीरे * 2 मिर्च / खीरा = <<177*2=354>> 354 मिर्च का उत्पादन हुआ। बाग में 237 आलू + 177 खीरे + 354 मिर्च = <<237+177+354=768>> 768 सब्जियां पैदा हुईं। #### 768","प्रश्न: एक बाग में 237 आलू, 60 कम खीरे और खीरे की तुलना में दोगुनी अधिक मिर्च का उत्पादन हुआ। बगीचे में कितनी सब्जियां पैदा हुईं? उत्तर: चलो एक-एक करके सोचें। बाग में 237 आलू का उत्पादन हुआ - 60 = <<237-60=177>> 177 खीरे। बाग में 177 खीरे * 2 मिर्च / खीरा = <<177*2=354>> 354 मिर्च का उत्पादन हुआ। बाग में 237 आलू + 177 खीरे + 354 मिर्च = <<237+177+354=768>> 768 सब्जियां पैदा हुईं। उत्तर है 768"
77,77,"प्रश्न: एक मुक्केबाज का वजन 97 किलोग्राम है। वह एक आहार पर है जो उसे लड़ाई के दिन तक प्रति माह 3 किलोग्राम खोने की अनुमति देता है। लड़ाई के दिन उसका वजन कितना होगा? उत्तर: चलो एक-एक करके सोचें। 4 महीने में, वह 3 x 4 = <<3*4=12>> 12 किलोग्राम खो देगा। तो उसका वजन 97 12 = <<97-12=85>> 85 किलोग्राम होगा। #### 85","प्रश्न: एक मुक्केबाज का वजन 97 किलोग्राम है। वह एक आहार पर है जो उसे लड़ाई के दिन तक प्रति माह 3 किलोग्राम खोने की अनुमति देता है। लड़ाई के दिन उसका वजन कितना होगा? उत्तर: चलो एक-एक करके सोचें। 4 महीने में, वह 3 x 4 = <<3*4=12>> 12 किलोग्राम खो देगा। तो उसका वजन 97 12 = <<97-12=85>> 85 किलोग्राम होगा। उत्तर है 85"
78,78,"प्रश्न: मैनी ने अपने 24 सहपाठियों और अपने शिक्षक, मि. कीथ. यदि प्रत्येक कुकी पाई को 10 स्लाइस में काटा जाता है और मैनी, उसके सहपाठियों, और श्री कीथ सभी 1 टुकड़ा था, कितने स्लाइस छोड़ दिया है? उत्तर: चलो एक-एक करके सोचें। कुल 3 x 10 = <<3*10=30>> 30 कुकी स्लाइस हैं। 24 + 1 + 1 = <<24+1+1=26>> 26 लोग हैं जिन्होंने कुकी के टुकड़े खाए हैं। 30 - 26 = <<30-26=4>> 4 कुकी स्लाइस बची हैं। #### 4","प्रश्न: मैनी ने अपने 24 सहपाठियों और अपने शिक्षक, मि. कीथ. यदि प्रत्येक कुकी पाई को 10 स्लाइस में काटा जाता है और मैनी, उसके सहपाठियों, और श्री कीथ सभी 1 टुकड़ा था, कितने स्लाइस छोड़ दिया है? उत्तर: चलो एक-एक करके सोचें। कुल 3 x 10 = <<3*10=30>> 30 कुकी स्लाइस हैं। 24 + 1 + 1 = <<24+1+1=26>> 26 लोग हैं जिन्होंने कुकी के टुकड़े खाए हैं। 30 - 26 = <<30-26=4>> 4 कुकी स्लाइस बची हैं। उत्तर है 4"
79,79,प्रश्न: जेम्स 40 साल तक अध्यापन करते हैं। उनका साथी 10 साल कम समय से अध्यापन कर रहा है। उनका संयुक्त अनुभव कितना लंबा है? उत्तर: चलो एक-एक करके सोचें। उनके साथी 40-10 = <<40-10=30>> 30 साल के लिए शिक्षण किया गया है तो एक साथ वे 40 + 30 = <<40+30=70>> 70 वर्षों का अनुभव #### 70,प्रश्न: जेम्स 40 साल तक अध्यापन करते हैं। उनका साथी 10 साल कम समय से अध्यापन कर रहा है। उनका संयुक्त अनुभव कितना लंबा है? उत्तर: चलो एक-एक करके सोचें। उसका साथी 40-10= <<40-10=30>> 30 साल से पढ़ा रहा है तो साथ में उनके पास 40+30= <<40+30=70>> 70 साल का अनुभव है जवाब है 70
80,80,"प्रश्न: जेनिफर ने अपने सहपाठी मार्क से मिलने से पहले दुकान से 40 डिब्बे दूध खरीदा था, जो भी दूध खरीद रहा था। जेनिफर ने मार्क द्वारा खरीदे गए प्रत्येक 5 डिब्बे के लिए 6 अतिरिक्त डिब्बे खरीदे। यदि मार्क ने 50 डिब्बे खरीदे, तो जेनिफर स्टोर से कितने डिब्बे दूध घर ले आई? उत्तर: चलो एक-एक करके सोचें। यदि मार्क ने 50 डिब्बे दूध खरीदा, तो जेनिफर ने मार्क द्वारा खरीदे गए प्रत्येक 5 के लिए 6 डिब्बे जोड़ने की संख्या 50/5 = <<50/5=10>> 10 बार है। उसके द्वारा खरीदे गए अतिरिक्त डिब्बे की कुल संख्या 10*6 = <<10*6=60>> 60 डिब्बे है। यदि शुरू में उसके पास 40 डिब्बे थे, तो वह 40+60 = <<40+60=100>> 100 डिब्बे दूध के साथ घर चली गई। #### 100","प्रश्न: जेनिफर ने अपने सहपाठी मार्क से मिलने से पहले दुकान से 40 डिब्बे दूध खरीदा था, जो भी दूध खरीद रहा था। जेनिफर ने मार्क द्वारा खरीदे गए प्रत्येक 5 डिब्बे के लिए 6 अतिरिक्त डिब्बे खरीदे। यदि मार्क ने 50 डिब्बे खरीदे, तो जेनिफर स्टोर से कितने डिब्बे दूध घर ले आई? उत्तर: चलो एक-एक करके सोचें। यदि मार्क ने 50 डिब्बे दूध खरीदा, तो जेनिफर ने मार्क द्वारा खरीदे गए प्रत्येक 5 के लिए 6 डिब्बे जोड़ने की संख्या 50/5 = <<50/5=10>> 10 बार है। उसके द्वारा खरीदे गए अतिरिक्त डिब्बे की कुल संख्या 10*6 = <<10*6=60>> 60 डिब्बे है। यदि शुरू में उसके पास 40 डिब्बे थे, तो वह 40+60 = <<40+60=100>> 100 डिब्बे दूध के साथ घर चली गई। जवाब है 100"
81,81,"प्रश्न: सैम और जेफ ने अवकाश के समय एक स्किपिंग प्रतियोगिता की। प्रतियोगिता को चार राउंड में विभाजित किया गया था। सैम ने पहले दौर में जेफ की तुलना में 1 अधिक स्किप पूरा किया। जेफ ने दूसरे राउंड में सैम की तुलना में 3 कम बार स्किप किया। जेफ ने तीसरे राउंड में सैम की तुलना में 4 बार अधिक स्किप किया। जेफ थक गया और पिछले राउंड में सैम की तुलना में केवल आधे स्किप्स ही पूरे किए। यदि सैम ने प्रत्येक राउंड में 16 बार स्किप किया, तो जेफ द्वारा प्रति राउंड स्किप की औसत संख्या कितनी है? उत्तर: चलो एक-एक करके सोचें। पहले राउंड में, जेफ ने 16-1 = <<16-1=15>>15 पूरा किया। दूसरे राउंड में, जेफ ने 16-3 = <<16-3=13>> 13 पूरा किया। तीसरे राउंड में, जेफ ने 16 + 4 = <<16+4=20>> 20 पूरा किया। चौथे राउंड में, जेफ ने 16/2 = <<16/2=8>> 8 पूरा किया। जेफ ने कुल मिलाकर 15 + 13 + 20 + 8 = <<15+13+20+8=56>> 56 स्किप्स पूरे किए। जेफ ने प्रति राउंड औसतन 56 / 4 = <<56/4=14>> 14 स्किप किए। #### 14","प्रश्न: सैम और जेफ ने अवकाश के समय एक स्किपिंग प्रतियोगिता की। प्रतियोगिता को चार राउंड में विभाजित किया गया था। सैम ने पहले दौर में जेफ की तुलना में 1 अधिक स्किप पूरा किया। जेफ ने दूसरे राउंड में सैम की तुलना में 3 कम बार स्किप किया। जेफ ने तीसरे राउंड में सैम की तुलना में 4 बार अधिक स्किप किया। जेफ थक गया और पिछले राउंड में सैम की तुलना में केवल आधे स्किप्स ही पूरे किए। यदि सैम ने प्रत्येक राउंड में 16 बार स्किप किया, तो जेफ द्वारा प्रति राउंड स्किप की औसत संख्या कितनी है? उत्तर: चलो एक-एक करके सोचें। पहले राउंड में, जेफ ने 16-1 = <<16-1=15>>15 पूरा किया। दूसरे राउंड में, जेफ ने 16-3 = <<16-3=13>> 13 पूरा किया। तीसरे राउंड में, जेफ ने 16 + 4 = <<16+4=20>> 20 पूरा किया। चौथे राउंड में, जेफ ने 16/2 = <<16/2=8>> 8 पूरा किया। जेफ ने कुल मिलाकर 15 + 13 + 20 + 8 = <<15+13+20+8=56>> 56 स्किप्स पूरे किए। जेफ ने प्रति राउंड औसतन 56 / 4 = <<56/4=14>> 14 स्किप किए। उत्तर है 14"
82,82,"प्रश्न: यदि इरेन सप्ताह में 40 घंटे काम करती है तो उसे 500 डॉलर मिलते हैं और ओवरटाइम के प्रत्येक घंटे के लिए उसे 20 डॉलर अतिरिक्त मिलते हैं। यदि उसने पिछले सप्ताह 50 घंटे काम किया, तो उसकी कुल आय की गणना करें। उत्तर: चलो एक-एक करके सोचें। यदि आइरीन ने पिछले सप्ताह 50 घंटे काम किया, तो ओवरटाइम के रूप में गिने जाने वाले घंटों की कुल संख्या 50-40 = <<50-40=10>> 10 घंटे है। चूंकि उसे ओवरटाइम के प्रत्येक घंटे के लिए $20 दिए जाते हैं, इसलिए उसने ओवरटाइम में 10*$20 = $<<10*20=200>> 200 कमाए। उसकी कुल आय, ओवरटाइम सहित, $ 500 + $ 200 = $ <<500+200=700>> 700 #### 700 है","प्रश्न: यदि इरेन सप्ताह में 40 घंटे काम करती है तो उसे 500 डॉलर मिलते हैं और ओवरटाइम के प्रत्येक घंटे के लिए उसे 20 डॉलर अतिरिक्त मिलते हैं। यदि उसने पिछले सप्ताह 50 घंटे काम किया, तो उसकी कुल आय की गणना करें। उत्तर: चलो एक-एक करके सोचें। यदि आइरीन ने पिछले सप्ताह 50 घंटे काम किया, तो ओवरटाइम के रूप में गिने जाने वाले घंटों की कुल संख्या 50-40 = <<50-40=10>> 10 घंटे है। चूंकि उसे ओवरटाइम के प्रत्येक घंटे के लिए $20 दिए जाते हैं, इसलिए उसने ओवरटाइम में 10*$20 = $<<10*20=200>> 200 कमाए। उसकी कुल आय, ओवरटाइम सहित, $ 500 + $ 200 = $ <<500+200=700>> 700 है उत्तर 700 है"
83,83,"प्रश्न: पैटिन के पास 20 लाल टोपी और 24 नीली टोपी हैं। उसकी दोस्त ज़ोला के पास उससे 4/5 गुना अधिक लाल टोपी है और नीली टोपी की संख्या दोगुनी है। यदि वे सभी टोपी एक साथ जोड़ते हैं और उन्हें अपने बीच समान रूप से साझा करते हैं, तो प्रत्येक को प्राप्त टोपी की संख्या की गणना करें। उत्तर: चलो एक-एक करके सोचें। पैटिन के पास कुल 20 टोपी + 24 टोपी = <<20+24=44>> 44 टोपी हैं। जोला के पास लाल टोपी की संख्या 4/5 * 20 टोपी = <<4/5*20=16>> 16 टोपी जोला के पास 2 * 24 टोपी = <<2*24=48>> 48 नीली टोपी भी है। ज़ोला के पास कुल 48 टोपी + 16 टोपी = <<48+16=64>> 64 टोपी हैं। जब वे अपनी टोपी जोड़ते हैं, तो उनके पास 64 टोपी + 44 टोपी = <<64+44=108>> 108 टोपी यदि वे टोपी को समान रूप से साझा करते हैं, तो प्रत्येक को 108 टोपी / 2 लोग = <<108/2=54>> 54 टोपी / व्यक्ति #### 54","प्रश्न: पैटिन के पास 20 लाल टोपी और 24 नीली टोपी हैं। उसकी दोस्त ज़ोला के पास उससे 4/5 गुना अधिक लाल टोपी है और नीली टोपी की संख्या दोगुनी है। यदि वे सभी टोपी एक साथ जोड़ते हैं और उन्हें अपने बीच समान रूप से साझा करते हैं, तो प्रत्येक को प्राप्त टोपी की संख्या की गणना करें। उत्तर: चलो एक-एक करके सोचें। पैटिन के पास कुल 20 टोपी + 24 टोपी = <<20+24=44>> 44 टोपी हैं। जोला के पास लाल टोपी की संख्या 4/5 * 20 टोपी = <<4/5*20=16>> 16 टोपी जोला के पास 2 * 24 टोपी = <<2*24=48>> 48 नीली टोपी भी है। ज़ोला के पास कुल 48 टोपी + 16 टोपी = <<48+16=64>> 64 टोपी हैं। जब वे अपनी टोपी जोड़ते हैं, तो उनके पास 64 टोपी + 44 टोपी = <<64+44=108>> 108 टोपी यदि वे टोपी को समान रूप से साझा करते हैं, तो प्रत्येक को 108 टोपी / 2 लोग = <<108/2=54>> 54 टोपी / व्यक्ति मिलता है उत्तर 54 है"
84,84,"प्रश्न: हंस ने एक होटल में कमरा बुक कराया है। इस होटल में 10 मंजिलें हैं और प्रत्येक मंजिल पर 10 समान कमरे हैं। एक दुर्घटना के कारण, अतिथियों के लिए अंतिम मंजिल अनुपलब्ध है। कोई अन्य मेहमानों देखते हुए, कितने अलग अलग कमरों में हंस में जाँच की जा सकती है? उत्तर: चलो एक-एक करके सोचें। होटल में कुल 10 मंजिलें * 10 कमरे / मंजिल = <<10*10=100>> 100 कमरे हैं। एक मंजिल अनुपलब्ध है, इसलिए हंस को 100 कमरों में चेक किया जा सकता है - 10 कमरे = <<100-10=90>> 90 उपलब्ध कमरे। #### 90","प्रश्न: हंस ने एक होटल में कमरा बुक कराया है। इस होटल में 10 मंजिलें हैं और प्रत्येक मंजिल पर 10 समान कमरे हैं। एक दुर्घटना के कारण, अतिथियों के लिए अंतिम मंजिल अनुपलब्ध है। कोई अन्य मेहमानों देखते हुए, कितने अलग अलग कमरों में हंस में जाँच की जा सकती है? उत्तर: चलो एक-एक करके सोचें। होटल में कुल 10 मंजिलें * 10 कमरे / मंजिल = <<10*10=100>> 100 कमरे हैं। एक मंजिल अनुपलब्ध है, इसलिए हंस को 100 कमरों में चेक किया जा सकता है - 10 कमरे = <<100-10=90>> 90 उपलब्ध कमरे। उत्तर है 90"
85,85,"प्रश्न: चार सहपाठी अपनी उम्र की तुलना अपने जन्म के महीने के आधार पर कर रहे थे। उन्हें पता चला कि जोलिन थेरेसा से 2 महीने बड़ी है जबकि थेरेसा ऐवो से 5 महीने बड़ी है। फिर, लियोन ऐवो से 2 महीने बड़ा है। जोलिन लियोन से कितने महीने बड़ी है? उत्तर: चलो एक-एक करके सोचें। जोलिन ऐवो से 2+5=<<2+5=7>> 7 महीने बड़ी है। चूंकि लियोन ऐवो से 2 महीने बड़ा है, तो जोलिन लियोन से 7 - 2 = 5 महीने बड़ा है। #### 5","प्रश्न: चार सहपाठी अपनी उम्र की तुलना अपने जन्म के महीने के आधार पर कर रहे थे। उन्हें पता चला कि जोलिन थेरेसा से 2 महीने बड़ी है जबकि थेरेसा ऐवो से 5 महीने बड़ी है। फिर, लियोन ऐवो से 2 महीने बड़ा है। जोलिन लियोन से कितने महीने बड़ी है? उत्तर: चलो एक-एक करके सोचें। जोलिन ऐवो से 2+5=<<2+5=7>> 7 महीने बड़ी है। चूंकि लियोन ऐवो से 2 महीने बड़ा है, तो जोलिन लियोन से 7 - 2 = 5 महीने बड़ा है। उत्तर है 5"
86,86,प्रश्न: पीटर एक सोडा खरीदने के लिए दुकान पर जाता है। सोडा की कीमत $0.25 प्रति औंस है। वह अपने साथ दो डालर लाया और पचास डालर लेकर चला गया। उसने कितने औंस सोडा खरीदा? उत्तर: चलो एक-एक करके सोचें। वह सोडा पर $ 1.5 खर्च करता है क्योंकि 2 - .5 = <<2-.5=1.5>> 1.5 उसने सोडा के 6 औंस खरीदे क्योंकि 1.5 / .25 = <<6=6>> 6 #### 6,प्रश्न: पीटर एक सोडा खरीदने के लिए दुकान पर जाता है। सोडा की कीमत $0.25 प्रति औंस है। वह अपने साथ दो डालर लाया और पचास डालर लेकर चला गया। उसने कितने औंस सोडा खरीदा? उत्तर: चलो एक-एक करके सोचें। वह सोडा पर $ 1.5 खर्च करता है क्योंकि 2 - .5 = <<2-.5=1.5>> 1.5 उसने सोडा के 6 औंस खरीदे क्योंकि 1.5 / .25 = <<6=6>> 6 उत्तर 6 है
87,87,प्रश्न: जॉन की गाय का वजन 400 पाउंड है। इसने अपना वजन अपने प्रारंभिक वजन के 1.5 गुना तक बढ़ा दिया। वह गाय को 3 डॉलर प्रति पाउंड में बेच पाता है। वजन बढ़ाने के बाद यह कितना अधिक मूल्यवान है? उत्तर: चलो एक-एक करके सोचें। गाय शुरू में 400*1.5= <<400*1.5=600>> 600 पाउंड वजन तो यह 600 - 400 = <<600-400=200>> 200 पाउंड इसलिए इसके मूल्य में वृद्धि हुई 200*$3 = $ <<200*3=600>> 600 #### 600,प्रश्न: जॉन की गाय का वजन 400 पाउंड है। इसने अपना वजन अपने प्रारंभिक वजन के 1.5 गुना तक बढ़ा दिया। वह गाय को 3 डॉलर प्रति पाउंड में बेच पाता है। वजन बढ़ाने के बाद यह कितना अधिक मूल्यवान है? उत्तर: चलो एक-एक करके सोचें। गाय शुरू में 400 * 1.5 = <<400*1.5=600>> 600 पाउंड वजन तो यह 600 जीता - 400 = <<600-400=200>> 200 पाउंड तो इसके मूल्य में वृद्धि हुई 200 * $ 3 = $ <<200*3=600>> 600 जवाब है 600
88,88,प्रश्न: ब्रैंडन ने पिछले साल 86 गीको बेचे थे। उन्होंने पिछले साल दोगुनी बिक्री की थी। ब्रैंडन पिछले दो वर्षों में कितने geckos बेचा है? उत्तर: चलो एक-एक करके सोचें। पिछले वर्ष: 86 गीकोस 2 साल पहले: 86(2) = 172 बेची गई गीकोस की कुल संख्या 86+172= <<86+172=258>> 258 गीकोस #### 258,प्रश्न: ब्रैंडन ने पिछले साल 86 गीको बेचे थे। उन्होंने पिछले साल दोगुनी बिक्री की थी। ब्रैंडन पिछले दो वर्षों में कितने geckos बेचा है? उत्तर: चलो एक-एक करके सोचें। पिछले वर्ष: 86 गीकोस 2 साल पहले: 86(2) = 172 बिकने वाले गीकोस की कुल संख्या 86+172= <<86+172=258>> 258 गीकोस उत्तर है 258
89,89,"प्रश्न: क्रिस्टियन पुस्तकालय में काम करते हैं। वह प्रतिदिन औसतन 40 किताबें उधार लेता है। प्रत्येक शुक्रवार को, उनकी उधार ली गई पुस्तकों की संख्या दैनिक औसत से लगभग 40% अधिक होती है। यदि पुस्तकालय सोमवार से शुक्रवार तक खुला रहता है तो वह एक सप्ताह में कितनी किताबें उधार लेता है? उत्तर: चलो एक-एक करके सोचें। शुक्रवार को उधार ली गई पुस्तकों की संख्या 40 * 40/100 = <<40*40/100=16>> 16 पुस्तकों से अधिक है। सोमवार से शुक्रवार तक 5 दिन होते हैं, इसलिए क्रिस्टियन उस समय के दौरान औसतन 5 * 40 = <<5*40=200>> 200 पुस्तकें उधार लेता है। शुक्रवार के उधार में वृद्धि के साथ, एक सप्ताह के दौरान क्रिस्टियन 200 + 16 = <<200+16=216>> 216 पुस्तकें उधार लेता है। #### 216","प्रश्न: क्रिस्टियन पुस्तकालय में काम करते हैं। वह प्रतिदिन औसतन 40 किताबें उधार लेता है। प्रत्येक शुक्रवार को, उनकी उधार ली गई पुस्तकों की संख्या दैनिक औसत से लगभग 40% अधिक होती है। यदि पुस्तकालय सोमवार से शुक्रवार तक खुला रहता है तो वह एक सप्ताह में कितनी किताबें उधार लेता है? उत्तर: चलो एक-एक करके सोचें। शुक्रवार को उधार ली गई पुस्तकों की संख्या 40 * 40/100 = <<40*40/100=16>> 16 पुस्तकों से अधिक है। सोमवार से शुक्रवार तक 5 दिन होते हैं, इसलिए क्रिस्टियन उस समय के दौरान औसतन 5 * 40 = <<5*40=200>> 200 पुस्तकें उधार लेता है। शुक्रवार के उधार में वृद्धि के साथ, एक सप्ताह के दौरान क्रिस्टियन 200 + 16 = <<200+16=216>> 216 पुस्तकें उधार लेता है। इसका उत्तर है 216"
