question,answer
"Tatiana entscheidet, wie viel Zeit sie am Wochenende mit Fußball verbringen will. Sie hat 7 Stunden am Samstag und 5 Stunden am Sonntag. Sie teilt ihre Zeit zwischen Fußball, Videospielen und Lesen auf. Wenn sie 3 Stunden liest und 1/3 der verbleibenden Zeit Videospiele spielt, wie viel Prozent ihres Wochenendes verbringt sie mit Fußball?","Sie hat 12 Stunden für ihre Aktivitäten, weil 7 + 5 = <<7+5=12>> 12 Nach dem Lesen hat sie 9 Stunden übrig, weil 12 - 3 = <<12-3=9>> 9 Sie verbringt 3 Stunden mit Videospielen, weil 9 x (1/3) = <<9*(1/3)=3>> 3 Nach Videospielen hat sie 6 Stunden übrig für Fußball, weil 9 - 3 = <<6=6>> 6 Der Anteil der Zeit, die für Fußball verbracht wird, beträgt .5 weil 6 / 12 = <<6/12=.5>> .5 Der Prozentsatz der Zeit, die für Fußball verbracht wird, beträgt 50 weil .5 x 100 = <<50=50>> 50 #### 50"
Anthony hatte 50 Bleistifte. Er gab Brandon die Hälfte seiner Bleistifte und Charlie drei Fünftel der verbleibenden Bleistifte. Er behielt die verbleibenden Bleistifte. Wie viele Bleistifte hatte Anthony?,Brandon erhielt 50 x 1/2 = <<50*1/2=25>> 25 Bleistifte also gab es 50 -25 = <<50-25=25>> 25 Bleistifte übrig. Charlie hat 25 x 3/5 = <<25*3/5=15>> 15 Bleistifte. So verschenkte Anthony 25 + 15 = <<25+15=40>> 40 Bleistifte. Daher behielt Anthony 50 - 40 = <<50-40=10>> 10 Bleistifte. #### 10
"Jack beschließt, ein Museum 150 Meilen von zu Hause entfernt zu besuchen. Er fährt 120 km/h hin und zurück. Er verbringt 6 Stunden im Museum. Wie lange ist er weg von zu Hause?","Er fuhr insgesamt 150+150= <<150+150=300>> 300 Meilen also fuhr er für 300/75= <<300/75=4>> 4 Stunden das bedeutet, dass er von zu Hause weg war für 4+6= <<4+6=10>> 10 Stunden #### 10"
"Henry muss ein paar Spielsachen zusammenbauen, speziell 57 Autos und 73 Motorräder. Henry weiß, dass er für jedes Spielzeug 4 Räder für jedes Auto und 2 Räder für jedes Motorrad benötigt. Wie viele Räder werden übrig bleiben, wenn er eine Kiste mit 650 Rädern hat?",Die Gesamtzahl der für alle Autos benötigten Räder beträgt 57 Autos x 4 Räder/Auto = <<57*4=228>> 228 Räder Die Gesamtzahl der für alle Motorräder benötigten Räder beträgt 73 Motorräder x 2 Räder/Motorrad = <<73*2=146>> 146 Räder Die Kombination der Anzahl der für Autos und Motorräder benötigten Räder ergibt insgesamt 228 Räder + 146 Räder = <<228+146=374>> 374 Räder Die Anzahl der in der Tasche verbleibenden Räder beträgt 650 Räder 374 Räder = <<650-374=276>> 276 Räder #### 276
"Der Preis für einen Laptop beträgt 1000 Dollar. Wenn du 20% Rabatt bekommst, wie viel musst du bezahlen?",Sie erhalten einen Rabatt von 20/100 x $1000 = $ <<20/100*1000=200>> 200. Daher müssen Sie $ 1000 - $ 200 = $ <<1000-200=800>> 800 zahlen. #### 800
"Mike beschließt, seine Filmsammlung durch digitale Versionen zu ersetzen. Er hat 600 Filme. Ein Drittel der Filme sind in verschiedenen Serien und er weiß, dass er diese für nur 6 Dollar der Kosten eines normalen Films bekommen kann, indem er einfach die Serie zusammen kauft. 40% der verbleibenden Filme sind ältere Filme, die 5 Dollar kosten. Wie viel kostet es, die Filme zu ersetzen, wenn ein normaler Film 10 Dollar kostet?",Es gibt 600/3= <<600/3=200>> 200 Filme in Serie Also zahlt er 200*6=$ <<200*6=1200>> 1200 Er hat 600-200= <<600-200=400>> 400 Filme nicht in Serie 400*.4= <<400*.4=160>> 160 Filme sind alt Also kosten diese 160*5=$ <<160*5=800>> 800 400-160= <<400-160=240>> 240 Filme sind weder alt noch in Serie Sie kosten 240*10=$ <<240*10=2400>> 2400 Also sind die Gesamtkosten 1200+800+2400=$ <<1200+800+2400=4400>> 4400 #### 4400
"Im örtlichen Obstgarten ""Pick Your Own"" konnte man die Pfirsiche für 2 Dollar pro Pfund, die Pflaumen für 1 Dollar pro Pfund und die Aprikosen für 3 Dollar pro Pfund pflücken. Wenn Winston 6 Pfund Pfirsiche, 8 Pfund Pflaumen und 6 Pfund Aprikosen pflückte, wie viel hat er dann für Obst ausgegeben?","Er kaufte 6 Pfund Pfirsiche, die $2.00 pro Pfund sind, also gab er 6*2 = $<<6*2=12.00>> 12.00 für Pfirsiche aus Er kaufte 8 Pfund Pflaumen, die $1.00 pro Pfund sind, also gab er 8*1 = $<<8*1=8.00>> 8.00 für Pflaumen Er kaufte 6 Pfund Aprikosen, die $3.00 pro Pfund sind, also gab er 6*3 = $<<6*3=18.00>> 18.00 für Aprikosen aus An diesem Tag gab er 12+8+18 = $<<12+8+18=38.00>> 38.00 für Obst aus"
"Die Familie Llesis fuhr und wanderte 6 Stunden zu ihrem Urlaubsort. Sie fuhren durchschnittlich 50 Meilen pro Stunde und wanderten durchschnittlich 5 Meilen pro Stunde weniger als die Hälfte ihrer Geschwindigkeit, wenn sie fahren. Wenn die Wanderung eineinhalb Stunden dauerte, wie weit entfernt war dann ihr Urlaubsort?","Die Hälfte der Durchschnittsgeschwindigkeit der Llesis-Familie beträgt 50/2 = <<50/2=25>> 25 Meilen pro Stunde. Daher betrug ihre durchschnittliche Geschwindigkeit bei der Wanderung 25 - 5 = <<25-5=20>> 20 Meilen pro Stunde. Also, sie wanderten 20 x 1,5 = <<20*1.5=30>> 30 Meilen. Sie benötigten insgesamt 6 - 1,5 = <<6-1.5=4.5>> 4,5 Stunden Fahrtzeit. Also fuhren sie 50 x 4,5 = <<50*4.5=225>> 225 Meilen. Daher war ihr Urlaubsort 30 + 225 = <<30+225=255>> 255 Meilen entfernt. #### 255"
"Ava und Emma wollen wissen, wer besser im neuen Videospiel ist, das Ava zum Geburtstag bekommen hat. Sie werden jeweils ein Level spielen und wer die höchste Punktzahl hat, gewinnt. Sie erhalten 10 Punkte für jeden Gegner, auf den sie springen, 5 Punkte für jede Beere, die sie sammeln, und 30 Punkte für jede verbleibende Sekunde auf dem Timer, wenn sie den Level beenden. Wenn Ava auf 8 mehr Feinde als Emma springt und 3 mehr Beeren sammelt, aber das Level 4 Sekunden langsamer beendet, was ist der Unterschied zwischen ihren beiden Ergebnissen?","Für den Sprung auf Feinde, verdient Emma 8 * 10 = <<8*10=80>> 80 Punkte weniger als Ava. Für das Sammeln von Beeren verdient Emma 3 * 5 = <<3*5=15>> 15 Punkte weniger als Ava. Für den schnelleren Abschluss des Levels verdient Emma 4 * 30 = <<4*30=120>> 120 Punkte mehr als Ava. Insgesamt hat Emma 120 80 - 15 = <<120-80-15=25>> 25 Punkte mehr als Ava. #### 25"
"Vier Freunde bestellten vier Pizzen für insgesamt 64 Dollar. Wenn zwei der Pizzen 30 Dollar kosteten, wie viel kostete jede der anderen zwei Pizzen, wenn sie den gleichen Betrag kosteten?",Die anderen beiden Pizzen kosteten 64-30 = <<64-30=34>> 34 Dollar. Jede der beiden anderen Pizzen kostete 34/2 = <<34/2=17>> 17 Dollar pro Stück. #### 17
"Chase und Rider können 5 Tage lang dreimal täglich Fahrräder fahren, aber an zwei anderen Tagen fahren sie doppelt so oft wie an normalen Tagen. Wie oft fahren sie ihre Fahrräder pro Woche?","Jede Person fährt ihr Fahrrad 3 x 5 = <<3*5=15>> 15 Mal für 5 Tage. Zusammen fahren sie 15+15 = <<15+15=30>> 30 Mal für fünf Tage. Jede Person fährt ihr Fahrrad 3 x 2 = <<3*2=6>> 6 Mal für jeden Tag der anderen beiden Tage. Dies bedeutet, dass jede Person 6*2 = <<6*2=12>> 12 Mal an jedem der beiden anderen Tage fährt. Die Summe für die anderen beiden Tage ist 12+12 = <<12+12=24>> 24 Für die gesamte Woche der gemeinsamen Fahrt 24+30 = <<24+30=54>> 54 mal #### 54"
"Bob hatte 7 Fische in seinem Zierfischbecken. Drei waren orange und vier waren weiß. Er entschied, dass er noch mehr kaufen wollte, also ging er in den Tierladen. Er ließ eine Verkäuferin im Tierladen 17 Fische aus einem Mischbecken mit weißen und orangefarbenen Fischen tauchen. Als er sie nach Hause brachte und sie seinem Teich hinzufügte, stellte er fest, daß er nun doppelt so viele orangefarbene Fische hatte wie weiße Fische. Wie viele weiße Fische hat Bob im Laden gekauft?","Bob begann mit 7 Fischen und kaufte siebzehn, also hatte er 7 + 17 = <<7+17=24>> 24 Fische. Lassen Sie x = die Anzahl der weißen Fische. Bob hat doppelt so viele orangefarbene Fische wie weiße Fische, also 2*x + x = 24 Fische 3*x = 24 x = 24/3 = <<24/3=8>> 8 weiße Fische. Bob begann mit 4 weißen Fischen, also kaufte er 8 - 4 = 4 weißen Fische im Laden. #### 4"
"Der Kraftstoffverbrauch von Andys Auto beträgt 10 MPG (Meilen pro Gallone). Wenn der aktuelle Preis für normales Benzin $ 3 pro Gallone ist, wie viel Geld verbraucht Andys Auto pro Woche, wenn er nur von Montag bis Freitag mit seinem Auto zur Arbeit fährt und die Einwegstrecke zwischen seinem Haus und Büro 8 km beträgt?","Zwischen Montag und Freitag gibt es 5 Tage Wenn die Einweg-Distanz zwischen seinem Haus und Büro 5 Meilen beträgt, beträgt die gesamte Hin- und Rückfahrt, die Andy täglich fährt, 5*2 = <<5*2=10>> 10 Meilen Das bedeutet, dass er insgesamt 10 Meilen * 5 Tage = <<10*5=50>> 50 Meilen pro Woche fährt Wenn der Kraftstoffverbrauch seines Autos 10 MPG beträgt, Dann ... Sein Auto verbraucht insgesamt 50 Meilen / 10 MPG = <<50/10=5>> 5 Gallonen Benzin pro Woche angesichts der Tatsache, dass jede Gallone Benzin kostet $3, Dann ... Sein Auto verbraucht 5 * 3 $ = $ <<5*3=15>> 15 Wert von Benzin pro Woche #### 15"
"Carrie bekam von ihrer Tante zehn Zwanziger und 140 Viertelmünzen zum Mittagessen. Wenn sie alle Viertel und 3/5 der Zwanziger ausgegeben hat, berechne den Gesamtbetrag, den sie für das Mittagessen bezahlt hat.","Da sie alle Viertel ausgegeben hatte, bezahlte sie ihr Mittagessen teilweise in Vierteln, die insgesamt 140*$0.25 = $ <<140*0.25=35>> 35 betrugen. Sie benutzte auch 3/5*10 = <<3/5*10=6>> 6 der Zwanziger, um das Mittagessen zu bezahlen. Die Gesamtmenge der Zwanziger, die sie verwendet hat, ist 6*$20 = $<<6*20=120>> 120 Sie gab $120+$35 = $<<120+35=155>> 155 für das Mittagessen aus. #### 155"
"Ricardo baut in seinem Garten Tomaten und Auberginen an. Jede Tomatenpflanze bringt 22 Tomaten hervor, während jede Auberginenpflanze 4 Auberginen hervorbringt. Er pflanzte 5 Tomatenpflanzen und 8 Auberginenpflanzen. Wie viele Früchte kann Ricardo von seinen Pflanzen bekommen?",Ricardo kann 22 x 5 = <<22*5=110>> 110 Tomaten bekommen. Er kann 4 x 8 = <<4*8=32>> 32 Auberginen bekommen. Daher kann Ricardo aus seinen Pflanzen insgesamt 110 +32 = <<110+32=142>> 142 Früchte gewinnen. #### 142
"Samwell besitzt einen Haushaltswarenladen. Für diese Woche sind ein Viertel ihrer Verkäufe Smart-TVs, ein Achtel sind analoge Fernseher und der Rest sind OLED-TVs. Wenn sie in der Lage waren, insgesamt 40 Fernseher zu verkaufen, wie viele OLED-Fernseher konnten sie verkaufen?","Samwell konnte 1/4 x 40 = <<1/4*40=10>> 10 Smart TVs verkaufen. Er konnte 1/8 x 40 = <<1/8*40=5>> 5 analoge Fernseher verkaufen. Also konnte er 10 + 5 = <<10+5=15>> 15 analoge und Smart-TVs verkaufen. Daher ist die Gesamtzahl der OLED-Fernseher, die er verkaufen konnte, 40 - 15 = <<40-15=25>> 25. #### 25"
"John sammelt Geld für eine Schulreise. Er hat die Schule um Hilfe gebeten, die beschlossen hat, die Hälfte der Kosten für die Reise zu decken. Wie viel Geld fehlt John, wenn er 50 Dollar hat und die Reise 300 Dollar kostet?","Johns Schule hat beschlossen, 300 / 2 = $ <<300/2=150>> 150 für seine Reise zu zahlen. Insgesamt hat John 150 + 50 = $ <<150+50=200>> 200 für seine Reise bezahlt. Daher braucht John 300 - 200 = $ <<300-200=100>> 100 mehr für die Reise. #### 100"
"Carson lebt in einem alten Haus, in dem die Rohre gefrieren, wenn die Temperatur im Haus unter 32 Grad fällt. Jeder Stamm Holz, den Carson verbrennt, erwärmt das Haus um 5 Grad. Wenn es tagsüber 45 Grad war, und Es ist 33 Grad kälter in der Nacht als am Tag, wie viele Baumstämme muss Carson verbrennen, um zu verhindern, dass die Rohre gefrieren?","Finden Sie zuerst die nächtliche Temperatur: 45 Grad - 33 Grad = <<45-33=12>> 12 Grad Dann finden Sie, wie viel Carson braucht, um sein Haus zu heizen, um zu vermeiden, dass die Rohre gefrieren: 32 Grad - 12 Grad = <<32-12=20>> 20 Grad Dann teilen Sie die Menge an Wärme, die Carson benötigt, durch die Menge an Wärme, die jeder Baumstamm produziert: 20 Grad / 5 Grad / Baumstamm = <<20/5=4>> 4 Baumstämme #### 4"
"Bei der Reise zum Schnitzeljagdwettbewerb auf Bezirksniveau mussten sich 90 Personen in Gruppen aufteilen, damit der Wettbewerb begann. Um die Menschen in kleinere Gruppen mit unterschiedlichen Führern zu unterteilen, wurden 9-Personen-Gruppen gebildet. Wenn 3/5 der Gruppen jeweils 2 Muscheln mitbrachten, wie viele Muscheln brachten sie dann mit?","Da die Gesamtzahl der Teilnehmer bei dem Wettbewerb 90 Personen betrug, bildeten sie 90/9= <<90/9=10>> 10 Gruppen, nachdem sie sich in 9-Personen-Gruppen aufgeteilt hatten. Wenn 3/5 der Gruppen jeweils Mitglieder haben, die jeweils 2 Muscheln mitbringen, Dann ... 3/5*10= <<3/5*10=6>> 6 Gruppen hatten Mitglieder, die 2 Muscheln mitbrachten. Da jede Gruppe 9 Personen umfasste, betrug die Zahl der Personen in den 6 Gruppen, die jeweils 2 Muscheln fanden, 6*9= <<6*9=54>> 54. Die Gesamtzahl der Muscheln, die die 54 Personen mitgebracht haben, beträgt 54*2= <<54*2=108>> 108 Muscheln. #### 108"
"In einem Zug reisen 172 Personen. An der ersten Haltestelle steigen 47 Personen aus, 13 weitere steigen ein, und an der nächsten Haltestelle steigen weitere 38 Personen aus. Wie viele Leute sind im Zug?",An der ersten Haltestelle sind 172 Personen - 47 Personen = <<172-47=125>> 125 Personen im Zug. Dann kommen 13 weitere Leute und erhöhen es auf 125 Leute + 13 Leute = <<13+125=138>> 138 Leute. An der nächsten Haltestelle bleiben 138 Personen - 38 Personen = <<138-38=100>> 100 Personen im Zug. #### 100
"Damien schuf eine auf Flaschenkappen basierende Währung und brachte seine Freunde dazu, daran teilzunehmen. Er findet täglich 10 Flaschenverschlüsse auf dem Heimweg und jeder Flaschenverschluss ist 25 Dollar wert. Wie viel verdient er in 30 Tagen im Monat?",Er findet 10*30= <<10*30=300>> 300 Flaschenkappen im Monat Sie sind 300*.25=$ <<300*.25=75>> 75 #### 75
"Jamie verdient 20 Dollar pro Stunde für 8 Stunden Arbeit pro Tag. Sollte sie zusätzliche Arbeitsstunden benötigen, erhält sie einen Sonderstundensatz in Höhe von 150% ihres regulären Stundensatzes. Letzten Dienstag hat sie elf Stunden gearbeitet. Wie viel wurde ihr an diesem Tag für ihre Arbeit in Dollar bezahlt?","Die ersten 8 Stunden zahlen 20*8= <<20*8=160>> 160. Der Stundensatz für Überstunden beträgt 1,50*20=$ <<1.50*20=30>> 30/h. Sie arbeitete 11-8= <<11-8=3>> 3 Überstunden dann die zusätzlichen 3 Stunden bezahlen 3*30= <<3*30=90>> 90. Sie wurde 160 + 90 = <<160+90=250>> 250 bezahlt. #### 250"
"Ein Tierpfleger zählt, wie viele Löwen in seinem Gehege sind. Sie zählt 12 weibliche Löwen, halb so viele männliche Löwen und 14 Löwenjungen. Wie viele Löwen sind im Gehege?",Es gibt 12/2 = <<12/2=6>> 6 männliche Löwen im Gehege. Es gibt also insgesamt 12 + 6 + 14 = <<12+6+14=32>> 32 Löwen im Gehege. #### 32
"Mike brauchte eine neue Jeans. Als er ins Einkaufszentrum kam, sah er, dass seine Lieblingsjeans mit 25% Rabatt beworben wurde. Der ursprüngliche Preis der Jeans betrug 40 Dollar. Wie viel Geld wird Mike übrig haben, wenn er mit einem 50-Dollar-Schein bezahlt?",Die Jeans kosten $ 40 und sind Verkauf für 25% Rabatt so 40 * .25 = $ <<40*.25=10.00>> 10.00 Rabatt Nehmen Sie die ursprünglichen Kosten der Jeans und subtrahieren Sie den Rabatt so 40-10 = $ <<40-10=30.00>> 30.00 Mike zahlt mit einer $ 50 Rechnung und die endgültigen Kosten der Jeans ist $ 30 so 50-30 = $ <<50-30=20.00>> 20.00 links #### 20
"Die Personalabteilung eines Unternehmens stellt jeden Monat 20 neue Mitarbeiter ein, um die Gesamtbeschäftigung zu erhöhen. Wenn die anfängliche Mitarbeiterzahl des Unternehmens 200 beträgt, und Jeder Mitarbeiter erhält ein Gehalt von 4000 Dollar pro Monat, berechnen Sie den Gesamtbetrag, den das Unternehmen seinen Mitarbeitern nach drei Monaten zahlt?","Wenn das Unternehmen jeden Monat 20 neue Mitarbeiter einstellt, beträgt die Gesamtzahl der Mitarbeiter im Unternehmen im ersten Monat 200 Mitarbeiter + 20 Mitarbeiter = <<200+20=220>> 220 Mitarbeiter Wenn jeder Mitarbeiter 4000 US-Dollar pro Monat erhält, beträgt der Gesamtbetrag, den der Mitarbeiter seinen Mitarbeitern im ersten Monat zahlt, 220 Mitarbeiter * 4000 US-Dollar / Mitarbeiter = $ <<220*4000=880000>> 880000 Im zweiten Monat werden 20 weitere Mitarbeiter eingestellt, wodurch die Gesamtzahl der Mitarbeiter auf 220 Mitarbeiter + 20 Mitarbeiter = 240 Mitarbeiter steigt Das Unternehmen zahlt insgesamt 240 Mitarbeiter * 4000 US-Dollar / Mitarbeiter = $ <<240*4000=960000>> 960000 an Löhnen für seine Mitarbeiter im zweiten Monat. Wenn im dritten Monat zusätzlich 20 Arbeitnehmer eingestellt werden, beträgt die Gesamtzahl der Arbeitnehmer 240 Arbeitnehmer + 20 Arbeitnehmer = <<240+20=260>> 260 Arbeitnehmer Insgesamt sind im dritten Monat 260 Arbeitnehmer * $4000/Mitarbeiter = $<<260*4000=1040000>> 1040000 an Löhnen. Der Gesamtbetrag des Geldes, das das Unternehmen an alle seine Mitarbeiter in den drei Monaten zahlt, beträgt $1040000 + $960000 + $880000 = <<1040000+960000+880000=2880000>> 2880000 #### 2880000"
"Carrie plant den Weihnachtsliedplan. Der Chor plant, ""Deck the Halls"" zweimal und ""Jingle Bells"" einmal zu singen. Wenn ""Deck the Halls"" 150 Sekunden lang ist und ""Jingle Bells"" 240 Sekunden lang, wie lange werden sie Weihnachtslieder singen?","Finden Sie zunächst die Gesamtzeit, die der Chor beim Singen von ""Deck the Halls"" verbringt: 2 * 150 Sekunden = <<2*150=300>> 300 Sekunden Dann addieren Sie diese Zeit mit der Zeit, die beim Singen von ""Jingle Bells"" verbracht wurde: 300 Sekunden + 240 Sekunden = <<300+240=540>> 540 Sekunden #### 540"
"Als Billy erstmals eingestellt wurde, bekam er 10 Dollar pro Stunde. Nach zwei Monaten erhielt er eine Gehaltserhöhung von 0,50 Dollar pro Stunde. An seinem ersten Jahrestag bei der Arbeit bekam er eine Gehaltserhöhung von 1 Dollar pro Stunde. Sally hat gerade bei einem anderen Unternehmen angefangen zu arbeiten, und ihr Anfangsgehalt ist 0,50 Dollar mehr pro Stunde als Billys Anfangsgehalt. Wenn Billy und Sally beide 20 Stunden arbeiten, wie viel mehr Geld verdient Billy als Sally, in Dollar?","Billy hat ein Gehalt von $10+0.50+$1.00=$<<10+0.5+1=11.50>> 11.50 pro Stunde. Sally wird 0,50 Dollar mehr pro Stunde bezahlt als Billys Anfangsgehalt, für insgesamt 10 Dollar + 0,50 Dollar = 10,50 Dollar <<10+0.5=10.50>> pro Stunde. Wenn Billy 20 Stunden arbeitet, erhält er 20*$11.50=$ <<20*11.5=230>> 230 Wenn Sally 20 Stunden arbeitet, erhält sie 20*$10.50=$ <<20*10.50=210>> 210. Wenn also beide 20 Stunden arbeiten, erhält Billy 230 bis 210 Dollar = 20 Dollar mehr. #### 20"
Ein Laib Brot kostet in der Bäckerei zwei Dollar. Bagels kosten jeweils einen Dollar. Wie viel mehr kosten 3 Brote als 2 Bagels?,3 Brote kosteten 3 * $2 = $ <<3*2=6>> 6. 2 Bagels kosten 2 * 1 $ = $ <<2*1=2>> 2. Die Brote kosteten $6 - $2 = $<<6-2=4>> 4 mehr als die Bagels. #### 4
"Pierson erzielte 278 Punkte in einem Bowling-Spiel. Nikita erzielte 11 Punkte, mehr als die Hälfte von Pierson. Wie viele Punkte haben Pierson und Nikita zusammen?",Pierson = <<278=278>> 278 Punkte Nikita = (1/2) 278 + 11 = 150 Punkte 278 + 150 = <<278+150=428>> 428 Punkte Zusammen erzielten Pierson und Nikita 428 Punkte. #### 428
"In Ashleys Schule starten sie eine Wiederaufforstungskampagne, bei der jedes Kind einen Baum pflanzt und jeder Lehrer zwei Bäume. Die Schule hat 40 Klassen mit durchschnittlich 25 Schülern und 3 Lehrern pro Klasse. Wie viele Bäume werden sie am Ende der Kampagne gepflanzt haben?","40 Klassen nehmen an der Aktion teil, das entspricht insgesamt 40 * 25 = <<40*25=1000>> 1000 Schülern. Bei 3 Lehrern pro Klasse sind 40 * 3 = <<40*3=120>> 120 Lehrer beteiligt. Wenn ein Baum pro Schüler gepflanzt wird, werden 1000 * 1 = <<1000*1=1000>> 1000 Bäume pro Schüler gepflanzt. Bei 2 Bäumen pro Lehrer werden 120 * 2 = <<120*2=240>> 240 Bäume pro Lehrer gepflanzt. Wenn man die von Lehrern und Schülern gepflanzten Bäume addiert, werden am Ende der Kampagne 1000 + 240 = <<1000+240=1240>> 1240 Bäume gepflanzt worden sein. #### 1240"
"Bubbles sammelt ausgestopfte Tiere. Sie hat drei ausgestopfte Welpen, fünf ausgestopfte Koalas, zwei ausgestopfte Zebras und vier ausgestopfte Frösche. Wenn sie genug Plüschziegen kaufen will, so dass der Prozentsatz der Plüschziegen 30% aller ihrer Plüschtiere ausmacht, wie viele Plüschziegen sollte sie kaufen?","Lassen Sie x = die Anzahl der ausgestopften Ziegen. Die derzeitige Anzahl der ausgestopften Tiere beträgt (Welpen + Koalas + Zebras + Frösche) oder 3 + 5 + 2 + 4 = <<3+5+2+4=14>> 14 ausgestopfte Tiere insgesamt. Nehmen Sie die Gesamtheit der ausgestopften Tiere, addieren Sie x und teilen Sie durch die Anzahl der ausgestopften Ziegen, um 30% zu erhalten oder x / (14 + x) = .3 Kreuz multiplizieren, um x = 0.42 + .3x Subtrahieren Sie .3 x von jeder Seite, .7x = 0.42 Blasen benötigen x = <<6=6>> 6 Ziegen hinzugefügt. #### 6"
"Kris versucht, sich eine Videospiele-Errungenschaft zu verdienen, weil er insgesamt 30 Stunden gespielt hat. Wenn Kris zwei Wochen lang täglich eine halbe Stunde spielt und dann eine Woche lang täglich zwei Stunden spielt, wie viele Stunden muss sie noch spielen, um die Leistung zu verdienen?","Zwei Wochen sind gleich 2 Wochen * 7 Tage = <<2*7=14>> 14 Tage. Wenn man also jeden Tag eine halbe Stunde spielt, bedeutet das, dass Kris 0,5 Stunden * 14 Tage = <<0.5*14=7>> 7 Stunden gespielt hat. Wenn man eine weitere Woche lang täglich 2 Stunden spielt, ergibt sich zusätzlich 2 Stunden * 7 Tage = <<2*7=14>> 14 Stunden. Sie muss daher noch 30 7 14 = <<30-7-14=9>> 9 Stunden spielen. #### 9"
"Zwei Autos fahren auf einer Autobahn. Das erste Auto fährt mit einer Durchschnittsgeschwindigkeit von 60 Meilen pro Stunde, während das zweite Auto es mit einer Durchschnittsgeschwindigkeit von 70 Meilen pro Stunde passiert. Wenn beide Autos auf der Autobahn mit der gleichen Geschwindigkeit weiterfahren, wie viele Meilen werden sie nach 2 Stunden voneinander trennen?",In zwei Stunden wird das erste Auto 60*2 = <<60*2=120>> 120 Meilen zurückgelegt haben. In ähnlicher Weise wird das zweite Auto 70*2 = <<70*2=140>> 140 Meilen zurückgelegt haben. So sind die Autos nach zwei Stunden um 140 - 120 = <<140-120=20>> 20 Meilen voneinander entfernt. #### 20
"James kauft einen Ring für seine zukünftige Braut. Der Diamant kostete 600 Dollar und das Gold 300 Dollar. Er zahlt eine Prämie von 30% dafür, dass es gemacht wird. Wie viel hat er bezahlt?",Das Material kostete 600 + 300 = $ <<600+300=900>> 900 Die Prämie belief sich auf 900 * 3 = $ <<900*.3=270>> 270 Also waren die Gesamtkosten 900 + 270 = $ <<900+270=1170>> 1170 #### 1170
"Janet sammelt die Ergebnisse des jährlichen Standardtests der Herbert Hoover Grundschule. 340 von 500 Schülern der dritten Klasse haben die Prüfung bestanden, ebenso wie 40 von 100 Schülern der vierten Klasse. Die 400 Fünftklässler waren doppelt so erfolgreich wie die Viertklässler. Wie ist die Gesamtdurchlässigkeitsrate der Schule?","Finden Sie zunächst die Zulassungsrate für die Viertklässler: 40 Schüler / 100 Schüler = <<40/100=.4>> .4 Dann verdoppeln Sie dies, um die Zulassungsrate für die Fünftklässler zu finden: .4 * 2 = <<.4*2=.8>> .8 Dann multiplizieren Sie die Zulassungsrate der Fünftklässler mit der Anzahl der Fünftklässler, um die Gesamtzahl der Fünftklässler zu finden, die bestanden haben: .8 * 400 Fünftklässler = <<.8*400=320>> 320 Fünftklässler Jetzt addieren Sie die Anzahl der bestehenden Schüler aus jeder Klasse, um die Gesamtzahl der bestehenden Schüler zu finden: 320 Schüler + 40 Schüler + 340 Schüler = <<320+40+340=700>> 700 Schüler addieren Sie die Gesamtzahl der Schüler in jeder Klasse, um die Gesamtzahl der Schüler zu finden: 400 Schüler + 100 Schüler + 500 Schüler = <<400+100+500=1000>> 1000 Schüler Schließlich teilen Sie die Anzahl der bestehenden Schüler durch die Gesamtzahl der Schüler und multiplizieren Sie mit 100%, um die Gesamtzahl der bestehenden Schüler zu finden: 700 / 1000 Schüler * #### 70 = 100% 70%"
"Milo macht ein Mosaik aus Glassplittern. Es werden zwölf Glassplitter benötigt, um jeden Quadratzentimeter des Mosaiks zu machen. Ein Beutel mit Glaschips enthält 72 Chips. Milo will, dass sein Mosaik zehn Zentimeter groß ist. Wenn er zwei Säcke Glaschips hat, wie viele Zentimeter lang kann er sein Mosaik machen?","Milo hat zwei Säcke Glaschips, also hat er 72 * 2 = <<72*2=144>> 144 Chips. Damit kann er 144 / 12 = <<144/12=12>> 12 Quadratzentimeter Mosaik machen. So kann Milo sein 3 Zoll hohes Mosaik 12 / 3 = <<12/3=4>> 4 Zoll lang machen. #### 4"
"Es sind noch 10 Liter Tee von der Party übrig. Vier Studenten tranken jeweils 1,5 Liter Tee und 16 Studenten jeweils 2 Liter Tee. Wie viele Gallonen Tee gab es zu Beginn der Party?","4 Studenten tranken 1,5 Liter = 4 * 1,5 = <<4*1.5=6>> 6 Liter 16 Studenten tranken 2 Liter = 16 * 2 = <<16*2=32>> 32 Liter Studenten tranken 6 + 32 Liter = <<6+32=38>> 38 Liter Studenten + Tee links = 38 + 10 Liter = <<38+10=48>> 48 Liter 48 Liter = 12 Gallonen Die Party begann mit 12 Gallonen Tee. #### 12"
